id_festival,nome,organizado_por,descricao,data_inicio,data_fim,parceiro,imagem,site_web
1,Braga é Natal,Município de Braga,"Em dezembro, Braga transforma-se num cenário mágico, proporcionando experiências culturais inesquecíveis para todas as idades. A cidade é palco de espetáculos variados, como teatro, música, cinema, novo circo, magia, dança, malabarismo, coros e cânticos de Natal, enchendo as ruas de vida.",2024-12-01,2025-01-12,"AEB - ASSOCIAÇÃO EMPRESARIAL DE BRAGA, AGERE, BIBLIOTECA LÚCIO CRAVEIRO DA SILVA BRAVAL, CTT, FAZ CULTURA, INVEST BRAGA, TUB","image1, image2, image75",https://braganatal.cm-braga.pt/
