service_id,date,exception_type
1,20121225,2
1,20130101,2
1,20130329,2
1,20130425,2
1,20130501,2
1,20130710,2
1,20130724,2
1,20130815,2
1,20131225,2
1,20140101,2
1,20180531,2
1,20180815,2
1,20181005,2
1,20181101,2
1,20181201,2
1,20181208,2
1,20181225,2
1,20190101,2
3,20121225,1
3,20130101,1
3,20130329,1
3,20130425,1
3,20130501,1
3,20130710,1
3,20130724,1
3,20130815,1
3,20131225,1
3,20140101,1
3,20180531,1
3,20180815,1
3,20181005,1
3,20181101,1
3,20181201,1
3,20181208,1
3,20181225,1
3,20190101,1
